customer_id,age,gender,recency,frequency,monetary,group,purchase
51,57,male,63.0,16.0,173.70721145590448,B,False
52,28,F,111.0,4.0,110.79230457257813,B,False
53,36,male,132.0,15.0,100.33681128540961,B,False
54,42,female,345.0,7.0,40.96121675420475,B,False
55,43,M,261.0,15.0,204.43314794486147,A,False
56,20,female,134.0,10.0,129.8705509561983,A,False
57,46,F,268.0,16.0,324.77602340828713,A,False
58,26,female,269.0,3.0,244.9956175902173,A,False
59,56,F,144.0,8.0,126.28229121568022,A,False
60,53,F,147.0,6.0,19.529924883661003,A,False
61,65,female,326.0,5.0,174.0672714595168,A,False
62,56,male,-1.0,6.0,162.25548039006765,B,False
63,37,M,55.0,8.0,14.52125106253754,A,False
64,68,male,263.0,3.0,224.9667989067885,B,False
65,39,female,215.0,14.0,57.68823716650354,A,False
66,34,F,186.0,11.0,336.568837145456,B,False
67,65,female,264.0,16.0,154.66548853071518,B,False
68,37,male,331.0,14.0,97.90600868845854,B,False
69,21,F,121.0,3.0,-193.14463970941162,A,False
70,42,M,153.0,2.0,184.27777223933205,A,False
71,59,male,69.0,9.0,179.17919659239328,B,False
72,27,M,236.0,10.0,306.2616748583481,B,False
73,42,female,147.0,5.0,202.04546073025554,A,False
74,24,male,125.0,15.0,90.45411192899513,B,False
75,53,F,254.0,12.0,133.1050875841716,A,False
76,42,M,149.0,15.0,420.82248611460597,A,True
77,35,male,170.0,3.0,83.40175417080079,A,False
78,29,M,161.0,16.0,222.32679189550265,B,True
79,47,F,95.0,4.0,314.1562227426634,B,False
80,52,female,46.0,9.0,238.16533183367352,A,False
81,66,female,302.0,9.0,174.8927258140422,B,False
82,40,female,34.0,16.0,196.00650789333756,B,False
83,26,female,119.0,6.0,249.09938884523774,A,False
84,61,male,243.0,5.0,82.51207127734722,B,False
85,50,M,48.0,7.0,163.0756896347279,B,False
86,54,female,239.0,7.0,644.6400799436466,B,False
87,23,female,267.0,4.0,227.34425531210852,A,False
88,34,female,242.0,4.0,179.64150553422934,B,False
89,57,male,112.0,5.0,122.4707973841263,A,False
90,61,M,8.0,9.0,83.34867934534984,A,False
91,40,male,323.0,7.0,200.91375454048438,B,False
92,59,F,119.0,8.0,211.34889489923464,B,False
93,61,female,294.0,14.0,154.7048544512467,B,False
94,38,F,73.0,5.0,816.1859929715483,B,False
95,64,F,60.0,18.0,89.96863072430838,B,False
96,32,M,284.0,15.0,72.18544566556938,B,False
97,30,female,343.0,4.0,123.91266171996524,A,False
98,53,female,314.0,6.0,158.60144223883492,B,False
99,51,M,274.0,4.0,79.50997952776896,A,False
100,25,F,90.0,6.0,197.33267365886874,A,False
101,61,F,333.0,7.0,213.38781884894252,B,False
102,28,F,244.0,3.0,270.321201381486,B,False
103,59,female,63.0,1.0,107.99609069366993,A,False
104,18,M,48.0,9.0,397.39904066683295,B,False
105,59,F,318.0,14.0,257.60681963169554,B,False
106,58,M,101.0,6.0,88.36108922766005,A,False
107,58,M,279.0,17.0,79.18917634524686,B,True
108,52,female,51.0,8.0,130.89749649355338,A,False
109,42,female,103.0,18.0,213.77012734329944,B,False
110,54,M,104.0,5.0,236.79947177910444,B,False
111,32,male,103.0,11.0,257.26413270470334,B,False
112,58,M,246.0,15.0,617.8593558160602,B,False
113,46,M,333.0,2.0,27.82063121844495,B,True
114,41,F,332.0,18.0,151.43104574634606,B,False
115,44,M,270.0,7.0,584.3994582043874,A,False
116,47,F,74.0,10.0,279.0777655316728,A,True
117,19,female,350.0,12.0,68.09244306940595,A,False
118,25,male,198.0,13.0,190.01436410401794,B,False
119,30,male,199.0,1.0,144.45600047731332,B,False
120,23,F,256.0,17.0,140.40542956181397,A,False
121,40,M,280.0,12.0,106.26566871132907,A,False
122,52,M,347.0,19.0,178.6658684663379,B,False
123,52,F,212.0,9.0,348.76883418965707,B,False
124,42,M,223.0,12.0,114.44080104097108,A,False
125,62,female,272.0,9.0,258.61801342865715,B,False
126,47,female,93.0,17.0,290.9466699898245,B,False
127,22,female,113.0,16.0,395.2205745698272,B,False
128,57,male,228.0,18.0,77.96947501171637,B,False
129,47,male,-1.0,10.0,168.1268547026531,B,False
130,51,male,117.0,16.0,96.11340744540111,B,False
131,47,F,262.0,7.0,178.9201315121993,B,False
132,46,male,356.0,9.0,178.0166976028305,B,False
133,22,female,190.0,15.0,61.194749450902606,A,False
134,47,female,146.0,2.0,186.91965758181556,A,False
135,59,male,161.0,14.0,638.0898586609486,A,False
136,33,M,250.0,1.0,237.46138970700792,B,False
137,49,male,199.0,12.0,49.61758987703109,A,False
138,19,F,9.0,10.0,73.6136984613822,B,False
139,36,male,197.0,9.0,161.66980368667518,A,False
140,40,male,146.0,10.0,75.19524399516838,A,False
141,69,female,256.0,10.0,381.0876842619628,A,False
142,29,F,319.0,8.0,43.72248225631095,B,False
143,32,female,351.0,9.0,238.64275556043225,A,False
144,39,female,223.0,11.0,34.489164363504564,B,False
145,69,F,132.0,15.0,159.70363709539217,B,False
146,62,F,162.0,11.0,65.46586657894309,B,False
147,19,male,-1.0,13.0,269.9043592700996,A,False
148,30,female,341.0,16.0,338.9212785102904,B,False
149,60,male,309.0,19.0,213.3061146108894,B,False
150,21,female,311.0,3.0,349.5572848360924,A,False
151,62,F,120.0,14.0,9.599290120758972,A,False
152,32,male,118.0,5.0,185.1531340233055,B,False
153,65,F,312.0,4.0,236.24224087795662,B,False
154,33,female,-1.0,16.0,258.20413327834586,A,False
155,40,F,257.0,2.0,226.40539423757656,A,False
156,52,male,179.0,17.0,262.1691939512975,A,False
157,24,M,162.0,15.0,183.58748864649692,B,False
158,46,female,231.0,19.0,50.126943058472406,A,False
159,44,F,296.0,13.0,105.5973742069716,A,False
160,58,F,122.0,17.0,382.404838151709,A,False
161,69,male,295.0,3.0,353.8804763602806,A,False
162,52,F,89.0,17.0,233.15224177146652,A,False
163,39,female,147.0,4.0,273.9018222565378,A,False
164,39,male,333.0,6.0,326.07799300396437,B,False
165,39,male,348.0,3.0,231.23628829224367,B,False
166,60,M,337.0,8.0,375.1419474549836,A,False
167,34,M,116.0,15.0,366.83239090685913,A,False
168,26,F,307.0,6.0,768.2133632738529,A,False
169,35,female,341.0,16.0,109.36860883266799,B,False
170,19,female,357.0,12.0,111.05187138349635,A,False
171,23,male,8.0,12.0,219.04266182660507,A,False
172,22,male,272.0,18.0,562.177493583284,B,True
173,58,F,363.0,9.0,395.06967097854374,A,False
174,55,M,279.0,7.0,297.7395366188115,A,False
175,54,M,85.0,19.0,413.185660697562,A,False
176,42,F,278.0,11.0,239.27042715895337,A,False
177,55,F,39.0,12.0,132.1507222321311,B,False
178,26,M,175.0,6.0,653.5434531018103,B,False
179,64,F,228.0,5.0,226.89611597844106,A,False
180,44,M,167.0,4.0,361.4651842068389,A,True
181,66,male,255.0,5.0,9.48235404481141,A,False
182,25,female,88.0,4.0,12.969750433045718,B,False
183,43,male,221.0,15.0,189.51699345577208,A,False
184,54,F,235.0,2.0,75.22527328515376,A,False
185,43,F,231.0,12.0,202.64720475845888,B,False
186,41,F,106.0,19.0,110.92205047968507,A,False
187,26,M,112.0,15.0,840.036889927746,A,False
188,37,male,94.0,8.0,342.18759272709127,A,False
189,30,male,169.0,2.0,439.9148477512188,B,False
190,33,M,214.0,16.0,17.244579689681665,B,False
191,53,F,132.0,1.0,294.95958583977915,B,False
192,50,F,-1.0,13.0,144.9190137429379,A,False
193,49,M,105.0,13.0,445.50267955375193,B,True
194,36,male,80.0,4.0,265.7238524550777,B,False
195,67,male,240.0,15.0,161.9039107935764,A,False
196,22,male,298.0,4.0,55.70601753266512,A,False
197,35,male,106.0,5.0,186.80256698075175,A,False
198,24,female,314.0,16.0,376.5992060013935,B,False
199,35,female,208.0,19.0,462.6179874450988,A,False
200,68,male,62.0,6.0,125.20039474415987,A,False
201,37,female,134.0,18.0,753.7832545616445,B,False
202,65,F,3.0,18.0,356.97261258343207,A,False
203,43,female,15.0,15.0,76.67100872161397,B,False
204,54,female,123.0,3.0,61.12838382717922,A,False
205,41,male,166.0,6.0,-152.28369177573472,A,False
206,31,female,291.0,13.0,124.94109204512291,B,False
207,57,male,49.0,19.0,240.64059559279622,B,True
208,68,male,306.0,16.0,172.23111067171635,A,False
209,31,F,86.0,8.0,133.76993789343473,B,True
210,58,female,51.0,5.0,36.76422311162087,B,True
211,31,male,255.0,19.0,271.49074231867826,A,False
212,55,female,282.0,6.0,33.299888197205675,B,False
213,59,F,221.0,7.0,357.76634580525,A,False
214,41,female,43.0,19.0,20.057157560133167,B,False
215,56,M,42.0,11.0,31.09655691880089,A,False
216,32,M,142.0,6.0,76.34341919337018,A,False
217,22,male,165.0,1.0,115.87823211501033,B,False
218,23,male,364.0,9.0,96.56622304260793,B,False
219,41,female,105.0,19.0,115.4573182950332,A,False
220,64,F,71.0,9.0,205.66501707160643,B,False
221,24,male,345.0,14.0,78.00653311023142,A,False
222,41,male,57.0,5.0,207.08818561942545,B,False
223,54,female,10.0,15.0,9.697722412330142,B,False
224,28,male,154.0,15.0,75.30712318070366,B,False
225,55,F,146.0,12.0,29.323376780006534,B,False
226,33,female,226.0,15.0,354.95412764475054,B,True
227,60,M,320.0,11.0,87.80358813587829,B,False
228,48,female,340.0,8.0,259.55187071743,B,False
229,46,M,106.0,15.0,23.359286707812725,A,False
230,27,F,358.0,16.0,457.5097789562604,B,False
231,42,female,231.0,16.0,180.04010857159435,B,False
232,62,male,26.0,5.0,164.50249046216845,A,False
233,19,female,342.0,13.0,37.269200710812015,B,False
234,57,male,51.0,1.0,66.7388311618202,B,False
235,43,male,215.0,11.0,137.2658437957237,A,False
236,55,F,288.0,11.0,69.23918205253699,A,False
237,52,M,91.0,7.0,331.05751594503954,A,True
238,40,M,99.0,19.0,175.88308717627103,B,False
239,34,F,174.0,17.0,70.06784693101574,B,False
240,50,M,323.0,1.0,296.39885089160356,B,False
241,25,male,82.0,4.0,122.67434109522976,B,False
242,48,female,242.0,4.0,286.9544844146515,A,False
243,22,female,165.0,18.0,-106.69162738991389,B,False
244,51,F,41.0,10.0,246.74169906889128,A,False
245,50,female,259.0,14.0,119.08639581497513,A,False
246,22,female,304.0,16.0,331.1389908879325,A,False
247,57,female,210.0,15.0,24.02062430210382,B,False
248,39,F,65.0,2.0,51.21703222560852,A,False
249,58,F,57.0,3.0,147.49271672553851,A,False
250,20,female,155.0,8.0,91.4078537963548,A,True
251,27,M,185.0,7.0,116.02035597382371,A,False
252,43,F,201.0,15.0,267.561667076198,B,False
253,27,M,89.0,3.0,113.95215265258732,B,False
254,35,female,183.0,8.0,212.66014667503944,B,False
255,52,male,108.0,5.0,74.80776885159885,B,False
256,25,M,250.0,4.0,17.911445997369984,B,False
257,53,M,290.0,4.0,285.69217543363465,B,False
258,23,male,238.0,4.0,528.3680334427654,A,False
259,27,male,1.0,11.0,196.34360864716749,B,False
260,48,female,362.0,8.0,154.05071964207127,B,False
261,59,F,9.0,9.0,180.87977435584347,B,False
262,26,female,364.0,10.0,415.30612534121127,A,False
263,33,F,12.0,15.0,198.12881996655253,A,False
264,66,female,188.0,17.0,295.63638381692056,B,False
265,69,M,39.0,11.0,286.39655516636844,B,False
266,48,M,35.0,13.0,350.843592788167,A,False
267,41,M,249.0,15.0,151.39730016101126,B,False
268,36,F,265.0,14.0,105.45124347381594,A,False
269,49,female,44.0,3.0,248.75040191913106,B,False
270,48,M,356.0,19.0,333.74305034851,A,False
271,33,F,117.0,4.0,378.48315757247605,A,False
272,19,M,116.0,8.0,450.41188720101565,B,True
273,25,female,109.0,13.0,312.9799299210089,B,False
274,67,male,168.0,8.0,100.45269885270885,A,False
275,39,female,65.0,5.0,-196.16571302608614,A,False
276,43,male,155.0,18.0,183.1572557436854,B,False
277,42,male,77.0,2.0,168.08857660049674,A,False
278,58,female,19.0,5.0,249.1153189867918,B,False
279,21,M,135.0,19.0,140.39445667687016,B,False
280,22,female,245.0,14.0,140.56121110433918,B,False
281,32,male,278.0,2.0,549.9751390849791,A,False
282,43,male,129.0,15.0,157.7904542395145,A,False
283,52,F,118.0,19.0,349.08484345452393,B,False
284,43,female,287.0,2.0,363.1990810506012,A,False
285,40,F,248.0,8.0,200.29263485537925,B,False
286,66,M,303.0,9.0,145.0834837566396,A,False
287,26,female,330.0,3.0,77.69428653738724,B,False
288,47,M,299.0,4.0,32.724426415181895,A,False
289,46,M,341.0,4.0,262.1628376857514,B,False
290,42,male,152.0,4.0,225.04004443634778,B,False
291,59,M,144.0,8.0,-290.4022033112287,A,False
292,31,female,118.0,9.0,111.35830624206329,A,False
293,67,F,86.0,5.0,587.2985465643712,A,True
294,35,M,273.0,6.0,239.87345896084727,A,False
295,46,female,261.0,4.0,153.08064719000444,A,False
296,45,male,292.0,16.0,16.397651398244516,A,False
297,62,F,61.0,5.0,122.26079312811844,B,False
298,40,male,179.0,18.0,300.2480334627606,B,False
299,32,male,81.0,11.0,442.5490506355056,A,False
300,19,M,326.0,16.0,172.68373883162744,A,False
301,36,female,98.0,13.0,491.8697441033552,A,False
302,60,F,53.0,6.0,72.26989815301535,B,False
303,18,male,208.0,12.0,230.0906819891865,A,False
304,64,female,320.0,6.0,234.90082306877915,A,False
305,46,male,334.0,3.0,263.6845140670854,A,False
306,25,male,35.0,5.0,191.4136740424116,B,False
307,33,F,119.0,6.0,220.893193602303,A,False
308,46,M,56.0,3.0,70.63765149310129,B,False
309,34,F,113.0,1.0,414.02754826691836,A,False
310,23,female,195.0,18.0,325.4710051044178,A,False
311,52,male,103.0,10.0,214.4973285501849,A,False
312,52,F,25.0,8.0,330.81504919972105,A,False
313,24,female,186.0,18.0,423.0478930683991,B,False
314,32,female,20.0,5.0,260.9330470531646,A,False
315,30,female,83.0,8.0,629.5331557389,A,False
316,52,F,1.0,17.0,276.6996115174016,A,False
317,55,male,32.0,13.0,81.42008430206018,B,False
318,55,male,159.0,8.0,206.51544404025142,A,False
319,66,F,310.0,5.0,339.85538918723876,B,False
320,57,F,282.0,1.0,423.3254113604475,B,False
321,34,M,36.0,2.0,194.51562356258412,B,False
322,23,F,13.0,4.0,75.57662789034562,B,False
323,49,male,124.0,15.0,142.56411745945573,B,False
324,65,female,238.0,13.0,47.12950474448632,A,False
325,68,female,272.0,9.0,297.22922455631794,B,False
326,29,M,-1.0,15.0,120.98543808541136,B,False
327,30,male,125.0,4.0,93.47990042246586,A,False
328,19,M,62.0,5.0,317.9417783451148,A,False
329,25,male,10.0,8.0,485.25715032553796,B,False
330,46,F,54.0,18.0,93.11928084827925,B,False
331,46,F,24.0,12.0,195.48369488340492,B,False
332,37,male,314.0,17.0,147.4305642733207,A,False
333,34,F,98.0,5.0,436.65360810078624,A,False
334,61,female,300.0,17.0,161.24828707911084,B,False
335,41,male,202.0,2.0,69.01386206845194,A,False
336,60,female,197.0,5.0,167.35478985689406,B,False
337,68,male,166.0,10.0,376.1904191982097,B,False
338,34,F,299.0,1.0,140.54320197803253,A,False
339,28,female,16.0,17.0,101.95910447087861,B,False
340,67,F,34.0,17.0,155.5736241308308,A,False
341,51,male,155.0,11.0,71.14427120022823,A,False
342,33,M,144.0,6.0,147.27734988076577,A,False
343,50,M,199.0,2.0,108.76182655606806,B,False
344,44,male,269.0,12.0,705.6873773542877,B,False
345,65,M,-1.0,11.0,22.10673178067713,A,False
346,31,female,94.0,15.0,81.0916402340937,B,False
347,69,female,120.0,12.0,101.89122677178939,B,False
348,66,male,274.0,3.0,71.60640232642062,B,False
349,27,male,74.0,3.0,231.7431412054583,B,False
350,26,male,184.0,15.0,91.63908295266293,B,False
351,45,M,197.0,4.0,41.88948061998848,B,False
352,20,F,274.0,18.0,182.47846437557158,B,False
353,33,F,261.0,3.0,134.02961595660102,A,False
354,40,female,170.0,14.0,95.53493070456592,A,False
355,68,M,113.0,19.0,429.27992713293247,A,False
356,69,F,134.0,9.0,237.48042788555108,B,False
357,25,F,150.0,2.0,218.44364476278363,B,False
358,64,M,80.0,17.0,241.3363821543157,B,False
359,22,M,228.0,4.0,232.41610392158276,A,False
360,56,F,76.0,11.0,139.66433535048012,A,False
361,61,M,237.0,19.0,92.50552345323537,A,False
362,64,M,274.0,15.0,185.5638694108041,B,False
363,29,F,351.0,1.0,137.58915402021762,A,False
364,64,M,44.0,16.0,21.707962490432482,A,False
365,24,male,277.0,4.0,65.78140375151975,B,False
366,44,M,32.0,15.0,123.7707961889435,A,False
367,42,F,123.0,12.0,322.725497384013,B,False
368,34,F,65.0,6.0,186.1832597038799,B,False
369,19,female,60.0,9.0,78.31492860359947,A,False
370,58,male,64.0,3.0,60.378502679205546,A,False
371,35,female,16.0,19.0,371.4824571904453,A,False
372,52,F,300.0,5.0,144.93699597106706,A,False
373,39,F,23.0,6.0,2.9686869838595387,A,False
374,37,F,146.0,10.0,152.45685424650858,A,False
375,64,female,255.0,13.0,275.5310600412689,A,False
376,22,female,361.0,10.0,58.549635972411686,B,True
377,56,female,311.0,10.0,175.54105143220477,A,False
378,56,female,50.0,12.0,188.45647538620244,B,False
379,37,male,360.0,17.0,62.10103358741114,B,False
380,31,male,238.0,8.0,394.8174078462008,A,False
381,18,female,66.0,16.0,190.95135071582374,B,False
382,66,F,164.0,15.0,123.2428789733133,A,False
383,67,F,335.0,19.0,145.72202823058856,B,False
384,30,female,144.0,18.0,50.92263271295082,A,False
385,19,F,67.0,16.0,48.75765483056115,B,False
386,24,M,319.0,5.0,113.82060645522978,B,False
387,21,male,347.0,15.0,119.88794871749633,B,False
388,61,F,356.0,14.0,138.11473937747826,A,False
389,64,female,348.0,6.0,418.71682920808917,B,False
390,25,female,318.0,13.0,265.02560799815495,B,False
391,56,F,166.0,5.0,26.440421023822232,B,False
392,27,male,70.0,10.0,365.7736162175081,B,False
393,37,female,225.0,16.0,113.06883631951557,A,False
394,49,male,81.0,4.0,283.40843558631764,A,False
395,55,M,173.0,7.0,120.83831779783824,B,False
396,63,male,239.0,16.0,181.80437943233377,B,False
397,20,male,345.0,9.0,54.93835130491057,B,False
398,28,male,106.0,19.0,213.23706253130888,B,False
399,32,M,92.0,1.0,306.48499086695654,B,False
400,34,F,268.0,14.0,32.94147005380092,B,True
401,69,female,3.0,16.0,309.8206148584941,A,False
402,58,M,207.0,18.0,92.16347965104079,A,False
403,34,F,272.0,3.0,510.7702159925921,A,True
404,68,F,201.0,19.0,287.12701062258895,B,False
405,43,M,140.0,8.0,252.75608984792387,B,False
406,44,M,302.0,7.0,146.40616786801232,B,True
407,40,F,136.0,7.0,790.6772777871087,A,False
408,25,female,259.0,13.0,-113.67442527254792,B,False
409,66,M,169.0,13.0,67.26247445040656,B,False
410,18,F,10.0,10.0,95.06128656850315,B,False
411,27,M,194.0,2.0,345.6357410832128,A,False
412,29,male,19.0,19.0,179.16259491026366,A,False
413,32,F,339.0,5.0,159.48582315105554,A,False
414,24,female,219.0,2.0,115.11259008303827,B,False
415,18,male,136.0,12.0,153.04365289537637,B,False
416,53,female,177.0,8.0,108.50354196273375,B,False
417,68,male,226.0,12.0,269.98661372605665,A,False
418,24,F,95.0,17.0,135.58240021369048,A,False
419,33,female,105.0,2.0,96.62429737367808,B,False
420,44,F,153.0,6.0,325.8353423160404,A,False
421,66,female,95.0,10.0,69.32490129407756,B,False
422,54,female,276.0,15.0,181.0976110906577,A,False
423,57,male,38.0,12.0,-21.51605843206751,B,False
424,48,male,301.0,8.0,44.661796520111395,B,False
425,39,F,127.0,12.0,123.90724506992254,B,True
426,28,female,205.0,19.0,106.8154913294079,A,False
427,62,male,58.0,10.0,106.67547885516196,B,False
428,59,female,141.0,17.0,288.981369610505,B,False
429,19,F,275.0,15.0,300.93784387548277,B,False
430,55,female,99.0,6.0,208.31186098255804,A,False
431,22,F,49.0,5.0,65.83908811265823,B,False
432,56,M,190.0,15.0,152.102796090793,A,False
433,60,M,60.0,4.0,559.0227724016393,A,False
434,24,male,115.0,7.0,740.4539696316211,B,False
435,40,F,164.0,5.0,328.0341143795095,B,False
436,24,M,206.0,12.0,68.33830181389038,A,False
437,47,F,233.0,6.0,153.16600282828935,A,False
438,66,male,247.0,13.0,198.255202497545,B,False
439,22,F,308.0,18.0,176.5914386207546,B,True
440,38,female,25.0,16.0,351.99081147093267,A,False
441,68,female,132.0,19.0,280.11944393962784,B,False
442,33,male,1.0,1.0,64.86662942877828,B,False
443,24,female,4.0,9.0,98.6798221645869,B,False
444,43,F,78.0,5.0,327.0842657519619,A,False
445,44,M,218.0,18.0,428.0538660179627,B,False
446,52,M,326.0,14.0,200.10546771727044,B,False
447,34,female,282.0,7.0,463.99066968164516,B,False
448,67,female,236.0,11.0,183.49087348161478,B,False
449,45,male,284.0,12.0,76.16508368656068,A,False
450,32,M,63.0,10.0,262.44755651189485,A,False
451,67,F,306.0,10.0,955.8378741440748,A,False
452,66,M,325.0,2.0,51.33650294292767,A,False
453,43,M,35.0,9.0,452.3214553692764,A,False
454,19,M,172.0,7.0,251.9958160503163,A,False
455,49,male,303.0,16.0,93.60883256691255,B,False
456,46,M,174.0,17.0,22.19982504100769,B,False
457,25,female,306.0,15.0,12.427939811636277,B,False
458,50,F,341.0,1.0,106.48974655082807,B,False
459,61,F,173.0,16.0,223.25948092761766,A,False
460,23,male,22.0,8.0,310.7332721650329,A,False
461,55,female,124.0,8.0,361.5862230090094,A,False
462,25,F,79.0,18.0,208.99399003290338,A,False
463,56,M,173.0,17.0,185.63150997859012,A,False
464,39,M,214.0,1.0,127.32704955479643,B,True
465,18,female,169.0,7.0,227.2375372070226,B,True
466,68,M,72.0,15.0,94.87453800428973,B,False
467,26,male,110.0,11.0,54.1529496822309,A,True
468,48,F,248.0,5.0,177.02358278999446,B,False
469,27,female,10.0,10.0,294.35783381007644,B,False
470,66,M,78.0,17.0,43.04731736313272,A,False
471,56,female,325.0,5.0,106.49901780135893,A,False
472,59,male,37.0,15.0,172.0397112446085,B,False
473,40,F,151.0,14.0,169.26687597475143,A,False
474,42,M,76.0,17.0,247.20250405788974,B,False
475,50,female,39.0,6.0,548.5099699639643,A,False
476,58,F,154.0,5.0,12.607009224616489,A,False
477,62,F,190.0,11.0,564.8579018236536,B,False
478,18,F,65.0,11.0,532.3976947403225,A,False
479,52,M,29.0,8.0,314.336380011589,A,False
480,23,F,50.0,15.0,197.3315311030139,A,False
481,32,M,238.0,16.0,96.54401675032346,A,False
482,61,M,314.0,5.0,311.66439639280577,B,False
483,31,F,66.0,16.0,205.0191014122529,A,False
484,59,M,117.0,5.0,-129.58466344663623,A,False
485,42,F,126.0,8.0,306.03957383543917,B,False
486,30,female,132.0,1.0,343.62585367049104,B,False
487,35,M,89.0,7.0,425.8080499263759,A,False
488,45,M,21.0,19.0,87.32096488215771,B,False
489,57,M,192.0,9.0,389.1620620593196,A,False
490,49,male,131.0,14.0,131.58554168193146,B,False
491,66,F,125.0,3.0,197.74698547202755,B,False
492,63,F,97.0,13.0,227.3725848743698,B,False
493,57,M,339.0,8.0,367.7781109719491,A,False
494,49,F,223.0,15.0,284.3467982420184,A,False
495,33,F,153.0,18.0,127.7940574805114,B,False
496,39,F,75.0,11.0,15.239093252625253,B,False
497,24,male,292.0,2.0,245.0839683804876,A,False
498,37,female,324.0,10.0,191.61932105112308,A,False
499,66,F,-1.0,3.0,50.65025419393243,A,False
500,40,female,339.0,9.0,209.13943636959215,B,False
501,23,male,255.0,2.0,170.3504457563336,A,False
502,51,F,37.0,13.0,422.98645176226336,B,False
503,68,M,275.0,6.0,590.5212592668449,B,False
504,63,F,40.0,4.0,337.73477568410647,B,False
505,32,male,19.0,1.0,162.72907773054243,A,False
506,41,M,42.0,17.0,182.5233664704695,B,False
507,45,female,168.0,16.0,84.53752370112572,B,False
508,30,F,226.0,16.0,99.65909881148633,A,False
509,31,female,149.0,2.0,155.34878842055696,B,False
510,30,male,45.0,7.0,142.66605888476244,B,False
511,69,F,73.0,19.0,47.660597576164946,B,False
512,56,M,311.0,11.0,425.96846234044784,B,False
513,61,male,351.0,3.0,466.7110500618615,A,False
514,60,F,275.0,3.0,416.72768888826425,B,False
515,67,M,38.0,5.0,477.40949659353015,B,False
516,23,female,299.0,19.0,704.8585321779275,A,False
517,63,F,252.0,4.0,86.00722927933433,B,False
518,21,M,192.0,18.0,685.0604764159225,A,False
519,42,F,53.0,13.0,127.14607816391819,B,False
520,48,F,363.0,18.0,272.14439087938456,B,False
521,36,female,162.0,16.0,36.06326761976541,A,False
522,25,male,17.0,7.0,113.80241841027387,A,False
523,27,M,77.0,16.0,344.45082261853617,A,False
524,60,M,147.0,4.0,281.54858899221307,B,False
525,34,male,23.0,6.0,125.09601760249576,A,False
526,34,M,118.0,5.0,182.46031164168818,B,False
527,66,F,171.0,3.0,103.68762738931684,A,False
528,25,M,346.0,2.0,343.79395533138995,B,False
529,65,M,32.0,4.0,445.3054310949344,B,False
530,65,female,210.0,3.0,86.36203374670059,A,False
531,49,M,334.0,8.0,168.38136074770327,B,False
532,26,M,294.0,2.0,45.6226747444404,B,False
533,26,female,337.0,2.0,204.4469408808551,A,False
534,32,M,63.0,19.0,251.9306455019856,A,False
535,48,female,292.0,2.0,217.15381662046065,B,False
536,25,M,357.0,2.0,237.74540285116345,A,False
