customer_id,age,gender,income,region,signup_date,loyalty_score,preferred_channel,device_type,recency,frequency,monetary,account_age,last_purchase_date,group,purchase
24,999,female,50515.40387389983,North,2023-03-14,0.5643859382791732,Phone,Mobile,330.0,9.0,3456.25817510239,889,2024-10-05,A,False
25,58,FEMALE,53658.57507077915,East,2021-08-27,0.05616738895772022,,,207.0,15.0,416.21294118604516,1453,2023-11-12,D,False
26,51,M,92124.80595406666,North,2025-02-22,0.2497707977181448,Phone,Desktop,300.0,6.0,2537.7075344825494,178,2026-02-10,B,False
27,38,male,74811.93092386145,South,2023-12-31,0.7552974515146977,,,232.0,12.0,5783.136893871356,597,2026-08-21,A,False
28,60,M,65701.21836499972,South,2023-03-13,0.41226811948928366,,Mobile,50.0,24.0,3047.2428413401694,890,2025-10-10,B,False
29,46,unknown,30758.457398568004,South,2022-06-22,0.5605169822518542,Email,Tablet,9.0,3.0,1767.140791160086,1154,2026-01-11,B,False
30,41,F,39740.10501606513,North,2022-11-06,0.9448686220265471,SMS,Tablet,36.0,5.0,3878.690577842617,1017,2025-10-16,C,False
31,41,male,48103.107861429955,North,2024-04-08,0.04627176831736124,Email,Mobile,126.0,17.0,317.9860657493518,498,2027-11-04,D,False
32,29,FEMALE,34491.85751979293,,2021-07-01,0.44968036567381975,Web,Tablet,,24.0,2073.384333623085,1510,2022-06-06,D,False
33,22,male,60009.29049970236,,2024-07-14,0.3612741328478981,App,Desktop,233.0,29.0,2368.0481891096506,401,2025-03-17,A,False
34,46,F,57138.176984314094,North,2021-07-17,0.10644942619474118,Email,Tablet,190.0,18.0,687.9536298620698,1494,2024-03-08,A,False
35,64,M,28233.84413890615,South,2020-10-10,0.950794348759798,Web,Desktop,134.0,20.0,-2998.2889235947605,1774,2025-08-28,D,False
36,21,F,73936.33418192249,East,2024-01-13,0.9614595897485434,Email,Mobile,267.0,,7337.30460064353,584,2025-12-27,A,False
37,62,MALE,52046.20667617721,,2023-11-17,0.3114881541894069,App,Other,314.0,12.0,1767.7273708210932,641,2027-06-22,B,False
38,61,Other,15418.577065154976,,2021-10-31,0.9467166106890788,App,Tablet,82.0,10.0,1645.144766720983,1388,2026-09-18,C,False
39,32,MALE,48973.14283310061,Unknown,2023-07-21,0.0351736067242856,,,96.0,4.0,482.7554609419344,760,2024-01-07,C,False
40,50,F,55624.1291184581,North,2023-12-28,0.980895990336202,Phone,,339.0,11.0,5717.50355481507,600,2024-04-23,A,False
41,26,male,69455.84722871482,East,2024-04-24,0.8359320164086644,Web,Desktop,354.0,7.0,5998.764415827061,482,2027-07-27,A,False
42,57,F,43250.47193746767,East,2025-03-20,0.2143302208112139,Phone,Desktop,113.0,18.0,1447.7438039577883,152,2029-05-11,D,False
43,54,female,66558.76534894414,West,2024-09-04,0.5995471539345885,SMS,,186.0,22.0,4262.578873177275,349,2027-12-23,B,False
44,36,Other,53742.83973540431,,2022-05-28,0.7982993623693029,SMS,Desktop,211.0,29.0,4574.309197510486,1179,2027-05-01,C,False
45,21,FEMALE,23698.907819248412,South,2021-04-05,0.319298964007779,Phone,Mobile,232.0,26.0,781.8067561445722,1597,2021-06-11,C,False
46,68,male,21696.664530349724,West,2020-07-13,0.3537517920928296,Phone,Tablet,315.0,10.0,,1863,2023-03-14,D,False
47,41,FEMALE,72451.19740298697,South,2023-02-21,0.6289727755929266,Email,,39.0,28.0,4819.888658594142,910,2026-08-18,C,False
48,64,unknown,73919.68356763538,South,2023-08-26,0.14709405093343786,SMS,Desktop,191.0,28.0,1222.6118398880737,724,2027-01-02,A,False
49,53,male,56458.18460809446,South,2023-10-13,0.1182106097224086,SMS,Other,79.0,15.0,1064.2610190180308,676,2023-12-13,A,False
50,58,MALE,79914.13442360057,Unknown,2020-01-20,0.24980527811942432,Email,Desktop,275.0,6.0,2687.9457997515624,2038,2020-09-06,A,False
51,57,female,71132.19698083213,East,2023-11-03,0.7412597453470313,Web,Desktop,218.0,23.0,5525.539238645485,655,2028-09-30,A,False
52,28,F,63672.57458959442,Unknown,2024-04-23,0.3665992264115566,Email,Tablet,273.0,4.0,2370.298968880564,483,2026-01-14,C,False
53,36,MALE,31773.770225326563,Unknown,2023-12-14,0.5073582216517943,,Mobile,330.0,11.0,1794.528987076347,614,2024-11-08,B,False
54,42,MALE,84628.57502064687,East,2022-11-17,0.39545055680753266,Web,Desktop,288.0,16.0,3401.6086440437402,1006,2023-10-09,B,True
55,999,M,60726.02864416546,,2020-01-31,0.1941056673495719,Phone,Desktop,311.0,26.0,1630.6744674269976,2027,2020-12-05,C,False
56,20,MALE,42283.22450776757,North,2022-09-06,0.65045125923481,App,,296.0,29.0,2935.101271813259,1078,2025-07-21,D,False
57,46,MALE,36634.59989389404,,2023-07-13,0.10837525186845376,,Desktop,228.0,24.0,639.4334800115633,768,2026-01-04,B,False
58,26,FEMALE,55135.67563027714,North,2023-02-12,0.6678407272164062,SMS,,143.0,15.0,3842.429724215596,919,2027-10-04,B,False
59,56,male,16578.818303230903,East,2023-02-23,0.4007018523489062,Web,Mobile,123.0,3.0,872.427843776795,908,2025-07-01,D,False
60,53,unknown,63993.46550705725,Unknown,2022-10-29,0.8712709136176255,Email,Tablet,133.0,24.0,5961.749424782725,1025,2022-12-21,B,True
61,65,Other,30928.583706119465,Unknown,2023-01-09,0.38172947701548865,Phone,Desktop,222.0,25.0,1781.0978284278985,953,2025-08-19,A,False
62,56,Other,57412.162176485734,South,2021-10-09,1.0,Web,Tablet,,14.0,5804.818219572515,1410,2024-03-17,A,True
63,37,Other,39567.593252836814,,2023-04-24,0.055556169215654205,SMS,Other,134.0,17.0,352.7627788981409,848,2024-12-03,B,False
64,68,unknown,44711.625745505924,North,2021-07-17,0.8932973118121769,Phone,,212.0,25.0,4221.020738695877,1494,2025-02-08,C,False
65,39,Other,34861.8025446987,Unknown,2022-09-09,0.26866117723809524,,Other,151.0,4.0,1142.7161135810843,1075,2027-04-29,B,False
66,34,unknown,46775.41137638397,West,2022-04-10,0.04254220996548164,Email,Tablet,222.0,24.0,452.8949589545744,1227,2024-05-24,B,False
67,65,Other,87787.59092034708,South,2023-11-29,0.5624044218821825,,Tablet,299.0,15.0,5108.241737701624,629,2027-06-26,D,False
68,37,M,77701.19254097281,,2024-11-24,0.22435423038109636,Phone,,150.0,20.0,2119.907001423113,268,2027-07-21,B,False
69,21,M,57089.57909990913,Unknown,2023-06-20,0.6592031231841198,App,,145.0,6.0,4069.753546384782,791,2027-01-17,B,True
70,42,MALE,49494.11468870095,North,2020-09-27,0.8023142060621036,Web,Other,74.0,18.0,4158.125561689063,1787,2022-12-21,B,False
71,59,MALE,66884.0238138577,North,2023-08-28,0.9915467607481518,Phone,Mobile,182.0,8.0,6690.732422781274,722,2024-12-07,B,True
72,27,Other,72599.40788215114,North,2021-10-11,0.6003856162834147,App,Desktop,,16.0,4563.494795717836,1408,2024-09-20,C,False
73,42,F,33403.63235584942,East,2020-04-08,0.9778719086576473,Web,Desktop,59.0,16.0,3349.8755354726454,1959,2022-03-14,D,False
74,24,FEMALE,48451.22264735596,East,2021-01-19,0.4637510952459968,Email,Desktop,353.0,28.0,2327.297549102809,1673,2021-05-22,D,False
75,53,F,13560.835408638392,Unknown,2025-06-21,0.03938839035481334,,,313.0,20.0,224.84055130105205,59,2029-02-13,A,False
76,42,female,72462.0422052179,Unknown,2022-05-04,0.8194251498104737,,Mobile,106.0,17.0,6169.0252848601185,1203,2025-01-12,A,False
77,35,male,91300.48515401711,North,2021-02-07,0.22129387005686074,SMS,,344.0,12.0,2424.7728714475866,1654,2024-02-08,D,False
78,29,M,51601.65249246171,East,2020-09-23,0.1762388089970245,App,,100.0,10.0,962.0428934608008,1791,2023-04-02,A,False
79,47,FEMALE,7499.797501939669,Unknown,2023-07-24,0.07000992196649158,SMS,Tablet,153.0,19.0,482.3368319177532,757,2027-12-05,A,False
80,52,Other,62177.81033154062,,2024-03-01,0.32789994363863884,App,Desktop,48.0,26.0,2055.614876559826,536,2025-01-22,C,False
81,66,male,31918.216677018394,South,2021-12-07,0.3261589670541879,SMS,Desktop,223.0,17.0,1131.9241728463599,1351,2022-04-30,D,False
82,40,Other,36733.0111667108,North,2020-07-25,0.30277153196645235,,Other,176.0,20.0,1206.0020343551273,1851,2023-03-14,C,False
83,26,M,62531.527795820075,North,2021-12-10,0.5931929397686775,Phone,Other,98.0,10.0,3909.6947373012363,1348,2026-03-25,A,False
84,61,female,55091.08251025449,East,2023-08-23,2.0,,Tablet,106.0,17.0,4313.4751026258,727,2025-12-03,B,False
85,50,Other,40237.82449322796,East,2020-08-15,0.9377667186473392,Phone,Tablet,341.0,17.0,4038.036684019612,1830,2022-09-08,B,False
86,54,male,37007.88734796671,East,2021-06-19,0.09405007868014759,Phone,,251.0,20.0,351.71594472090874,1522,2024-05-21,B,False
87,23,FEMALE,52516.721104416654,North,2020-01-05,0.15038183248814696,Email,Other,56.0,10.0,1241.2634090777888,2053,2021-09-12,C,False
88,34,F,41810.68894975265,East,2022-08-02,0.5898425105245673,Phone,Other,50.0,11.0,2524.2011947941587,1113,2025-05-12,C,False
89,57,F,27815.257327939853,South,2020-12-07,0.09813559387726034,Phone,Desktop,26.0,11.0,823.9561362027778,1716,2025-09-09,B,False
90,61,Other,43348.7363704328,East,2021-02-03,0.3707642846192629,Email,Mobile,91.0,13.0,1834.7017443498562,1658,2023-02-01,C,False
91,40,MALE,56791.852465103686,North,2020-08-14,0.6245522305460369,Email,Tablet,269.0,9.0,3693.7217661297623,1831,2023-01-01,B,False
92,59,female,46437.93066360733,Unknown,2023-12-31,0.7805450320388616,Phone,Desktop,23.0,6.0,4202.837271774697,597,2027-11-06,B,False
93,61,M,21729.828035036295,East,2022-09-06,0.2175992874580316,App,Desktop,91.0,15.0,561.8389059707506,1078,2025-12-29,A,False
94,38,MALE,69781.29242751078,South,2025-03-11,0.6679855640970118,SMS,Tablet,16.0,25.0,4752.950451169484,161,2026-12-14,A,False
95,64,female,4776.228738866674,,2022-03-01,0.6458696658472133,App,,237.0,1.0,344.23597768415203,1267,2024-09-30,D,False
96,32,F,41072.69689943129,Unknown,2021-03-19,0.8596161262583144,,,297.0,20.0,3758.6690302075917,1614,2023-07-21,C,False
97,30,Other,37596.03090892168,North,2021-02-12,0.3137474957639904,App,Other,193.0,24.0,1343.7402978977652,1649,2023-01-29,D,False
98,53,male,52963.577557428296,North,2025-03-21,0.7500918648881766,App,Other,330.0,24.0,4060.323369224466,151,2027-04-27,B,False
99,51,MALE,61233.23615605471,North,2023-03-25,0.7519998644414946,App,Tablet,251.0,25.0,4796.406606260482,878,2023-04-23,A,False
100,25,male,72535.2961652207,West,2021-10-12,0.23919454199125745,Email,Tablet,279.0,10.0,1825.1437435271205,1407,2024-03-04,C,False
101,61,Other,35751.902532956796,East,2023-08-01,0.6211578377584276,Email,Tablet,115.0,3.0,2335.3074687419007,749,2025-02-16,C,False
102,28,Other,61731.646746669634,East,2023-01-20,0.6751620876684642,App,,315.0,29.0,4254.364330114386,942,2026-12-30,C,False
103,59,F,53916.367757629225,West,2020-08-17,0.2744284126222738,Email,,230.0,21.0,-1969.1830764531958,1828,2023-09-25,C,False
104,18,female,15769.21249633553,West,2023-11-04,0.4517999953646392,Phone,Tablet,32.0,11.0,1026.5030741103453,654,2027-05-04,B,False
105,59,M,88010.8051086822,North,2020-08-26,0.435777727256493,App,Other,31.0,25.0,4041.1941161981877,1819,2021-12-17,C,False
106,58,unknown,21224.49745519601,North,2021-02-02,0.7735095683710361,Web,Mobile,327.0,11.0,1845.6882389529503,1659,2021-04-19,B,False
107,58,FEMALE,58389.945446194295,Unknown,2023-11-27,0.000691255913743638,App,Tablet,101.0,22.0,254.77499535566864,631,2025-10-19,A,False
108,52,MALE,57799.19888395495,,2022-06-08,0.5010266114566932,Phone,,170.0,28.0,3456.236240564571,1168,2024-11-14,A,False
109,42,male,55512.73564658154,,2021-03-20,0.1843408135638115,App,Other,277.0,23.0,1168.6246022059158,1613,2023-05-06,B,False
110,54,male,40108.46235676785,,2020-05-15,0.6468419680554339,Email,Tablet,280.0,19.0,3391.3806362352493,1922,2020-12-25,C,False
111,32,Other,66545.05302281005,East,2023-04-02,0.6803688629709497,App,Desktop,10.0,6.0,4697.866850274036,870,2024-03-31,D,False
112,58,unknown,18792.65052113809,Unknown,2023-10-26,0.7011265086935832,SMS,,225.0,28.0,1539.92352026531,663,2027-05-30,D,True
113,46,MALE,48683.42422652154,,2021-02-10,0.5420295417844102,Web,,333.0,13.0,2696.1636750069615,1651,2025-07-24,B,False
114,41,M,38722.50646895083,,2022-04-13,0.3150581890551687,Web,Desktop,128.0,19.0,1741.5115726668687,1224,2027-02-22,D,False
115,44,F,36454.04115865937,,2021-11-19,0.3133226793003714,App,,198.0,18.0,1233.787161070379,1369,2024-05-20,D,False
116,47,male,58574.95574907091,North,2024-11-18,0.7451170598503605,App,Tablet,97.0,8.0,4525.112793235451,274,2027-12-06,D,False
117,19,male,71549.57085439366,East,2024-04-30,0.13173136742631975,Web,Desktop,263.0,18.0,1076.6082197212986,476,2027-04-26,A,False
118,25,female,43134.88476326268,West,2021-07-01,0.771503314693293,Phone,Desktop,43.0,12.0,3365.0005381731644,1510,2023-05-15,C,False
119,30,FEMALE,65613.62179851555,,2022-10-24,0.6550131816019255,,Tablet,190.0,11.0,4627.896252568214,1030,2024-06-07,B,False
120,23,M,50994.81330889197,South,2025-01-21,0.8844746846554981,,Tablet,151.0,25.0,4875.049774623191,210,2025-05-31,D,False
121,40,FEMALE,32145.35581523983,Unknown,2021-11-22,0.2601446921997975,Email,Other,234.0,21.0,938.9794843382327,1366,2022-01-26,A,False
122,52,Other,44840.95813517872,,2020-10-09,0.506179051816204,Web,Mobile,180.0,15.0,2423.7775931382994,1775,2022-05-30,B,False
123,52,Other,44010.2821841677,,2021-08-19,0.03898951152923191,Email,Tablet,358.0,1.0,316.31000613911885,1461,2023-06-12,B,False
124,42,unknown,36066.80174989107,South,2023-04-28,0.9125065750547853,App,Other,358.0,21.0,3777.31649443402,844,2025-11-28,D,False
125,62,M,58569.65857311668,South,2025-06-07,0.6753914606791583,Phone,,104.0,22.0,4075.4633022733383,73,2030-03-20,C,False
126,47,unknown,54692.92375409519,South,2021-09-07,0.8228752490714417,Web,Desktop,14.0,5.0,4552.816688810162,1442,2026-01-09,B,True
127,22,F,18187.00603461164,Unknown,2020-04-27,0.7326892009866032,Phone,Other,180.0,22.0,1546.7869606530066,1940,2021-04-12,D,False
128,57,Other,16969.480095212843,Unknown,2020-12-29,0.2843288567593645,,Desktop,215.0,12.0,510.17909598170706,1694,2023-07-10,C,False
129,47,unknown,58493.68906411509,East,2022-04-05,0.6038602687522343,,Other,274.0,22.0,3864.0387529771324,1232,2025-01-01,C,False
130,51,Other,33694.271424109305,North,2020-07-06,0.8009219104052452,Phone,Desktop,192.0,25.0,2813.529693393983,1870,2025-05-12,A,False
131,47,male,56040.82310200648,West,2020-03-10,0.09029444470406423,Phone,Other,214.0,21.0,673.2903071495438,1988,2022-03-08,B,False
132,46,female,65618.63156218377,Unknown,2023-08-04,0.9588168892902992,Phone,Tablet,9.0,28.0,6337.957304595771,746,2025-05-29,B,False
133,22,female,24580.943251888817,East,2024-07-06,0.8918868025013179,SMS,Desktop,278.0,3.0,,409,2028-04-05,B,False
134,47,M,21769.254908476298,South,2021-04-11,0.9630188339062141,SMS,Tablet,121.0,10.0,2318.647349189042,1591,2021-04-11,B,False
135,59,unknown,83488.6336479059,West,2022-11-11,0.8083485090316044,App,Other,140.0,2.0,6854.67201717097,1012,2023-05-03,D,False
136,33,M,57031.41565924918,West,2023-02-19,0.2943110924393203,Phone,Other,154.0,6.0,1962.1523919812655,912,2026-03-26,B,False
137,49,female,41615.18686653458,West,2023-08-28,0.5815554676346544,App,Other,27.0,11.0,2471.4197798892624,722,2025-04-17,C,False
138,19,unknown,31321.190947074727,,2025-05-12,0.12016242223839868,Email,Other,180.0,1.0,448.7775837241345,99,2026-06-10,C,False
139,36,M,39791.183021854406,South,2024-11-05,0.7541667316660561,Phone,,139.0,12.0,3555.1255817828987,287,2028-12-02,A,False
140,40,MALE,26188.553277733794,West,2021-09-23,0.15363966599281376,Phone,Tablet,85.0,4.0,708.6210152519755,1426,2022-12-05,D,False
141,69,female,67668.2434818118,,2025-05-05,0.866823934924232,Web,Tablet,90.0,4.0,5988.145227684155,106,2025-06-21,A,False
142,29,M,34464.976927873584,South,2020-03-10,0.24055695251281128,,Tablet,13.0,25.0,899.3325767142944,1988,2020-04-10,D,False
143,32,unknown,71870.69176432534,South,2025-04-07,0.16041190728292753,Phone,Tablet,324.0,22.0,1371.1805147480452,134,2029-09-28,C,False
144,39,Other,41987.421604599775,North,2020-10-12,0.07090436369097253,,Mobile,107.0,14.0,1103.531328071922,1772,2023-05-26,B,False
145,69,unknown,29132.996327653706,East,2020-08-15,0.7113651280508115,SMS,,319.0,17.0,2256.4348012770224,1830,2020-09-08,B,False
146,62,FEMALE,41473.968239723974,North,2020-08-26,0.18620377690502332,Email,Tablet,305.0,9.0,1270.488105606718,1819,2021-11-14,C,False
147,19,female,2483.335550028336,Unknown,2020-09-01,0.1976678120617199,App,Tablet,167.0,15.0,287.63128179678677,1813,2022-04-15,B,False
148,30,FEMALE,47584.62846651986,North,2022-07-15,0.1696966038627783,Phone,,295.0,23.0,1225.7448859773876,1131,2027-06-08,C,False
149,60,male,46597.61617739683,Unknown,2023-07-04,0.3057951224684943,,Tablet,77.0,16.0,1467.5421367495862,777,2026-02-28,B,False
150,21,Other,66494.85493095935,West,2024-01-29,0.9412114341283937,Email,Tablet,66.0,24.0,6373.179727580362,568,2028-03-12,B,False
151,62,F,12273.90144033241,,2020-02-01,0.4866216779243221,,Tablet,328.0,15.0,725.946480741439,2026,2022-04-19,B,False
152,32,Other,73237.32721727095,East,2021-08-15,0.26087793930576675,App,,236.0,11.0,1936.979484745667,1465,2025-03-05,D,False
153,65,male,66411.98589995311,East,2020-09-21,0.17039075970445883,Phone,Desktop,251.0,26.0,1282.7080395051266,1793,2020-11-26,D,False
154,33,unknown,75040.87127397326,South,2020-10-18,0.018901419705438016,Phone,Mobile,337.0,27.0,236.35655062932753,1766,2022-07-17,A,False
155,40,FEMALE,48945.57247991725,West,2024-02-01,0.36499264706834744,Email,Mobile,6.0,7.0,1838.2994440842617,565,2026-05-09,A,False
156,52,FEMALE,70277.93668205511,South,2023-07-05,0.11006147422608215,App,Other,63.0,14.0,848.1400506757885,776,2023-11-10,D,False
157,24,MALE,20575.119301861898,North,2021-02-23,0.02701199566916257,Email,Mobile,351.0,23.0,493.42819755770967,1638,2022-06-16,B,False
158,46,M,64260.95130409066,,2021-08-25,0.10297970593583294,App,Other,47.0,8.0,1045.2656447099173,1455,2024-12-11,A,False
159,44,F,34576.74475800109,Unknown,2025-01-23,0.31852151639240633,Phone,,164.0,22.0,1741.392107972726,208,2028-06-08,A,False
160,58,MALE,16971.96335154127,North,2023-02-24,0.7508637014382885,Phone,Other,9.0,27.0,1779.2405579679748,907,2023-04-05,D,False
161,69,female,27517.18963671279,West,2021-04-22,0.0669862511685263,Phone,Mobile,119.0,7.0,543.0855637536556,1580,2022-08-10,B,False
162,52,M,50110.62277258541,South,2025-02-10,0.8786739237565822,Web,Other,63.0,5.0,4876.110932346446,190,2027-04-15,C,True
163,39,male,33514.01583564794,South,2021-02-01,0.6205425288012464,Email,Tablet,94.0,28.0,2273.9666729832343,1660,2022-06-06,B,False
164,39,FEMALE,57521.470633916,East,2021-08-05,0.8819902054667879,Web,Mobile,297.0,29.0,5260.260865944226,1475,2021-11-07,B,False
165,39,male,13835.248899919658,Unknown,2023-10-17,0.18398700847205907,App,Mobile,101.0,25.0,1082.4077066915072,672,2023-12-24,B,False
166,60,M,7458.049127682767,North,2022-10-21,0.7942677056789741,Web,Other,297.0,18.0,736.5337430558075,1033,2025-07-24,A,False
167,34,unknown,77447.74868287152,East,2020-05-18,2.0,SMS,Tablet,326.0,3.0,6719.863003134005,1919,2022-03-09,A,False
168,26,F,68076.00258802868,,2024-06-01,0.9764841316517369,Phone,Tablet,197.0,27.0,6697.22442576322,444,2027-03-05,A,False
169,35,male,29014.06328172385,East,2021-04-01,0.8085493580191582,Web,Other,197.0,6.0,2574.0627840224784,1601,2024-09-23,B,False
170,19,M,49940.00713058921,North,2023-10-15,0.1237682008191836,App,Tablet,122.0,6.0,718.3087065913064,674,2026-05-27,A,False
171,23,Other,70390.14120402647,East,2021-10-30,0.9471290101634308,Email,,243.0,21.0,6751.4174885586735,1389,2024-07-28,B,False
172,22,female,58384.012165812106,Unknown,2024-02-11,1.0,Email,Mobile,294.0,12.0,6022.226686002613,555,2027-08-20,D,True
173,58,FEMALE,52964.461923669565,,2024-12-01,0.21232518445467696,App,Desktop,315.0,26.0,1446.9671452322582,261,2025-10-25,A,False
174,55,male,71903.08162625194,West,2024-03-25,0.16519740054629517,Web,Mobile,71.0,26.0,1202.3990502590384,512,2025-05-09,C,False
175,54,F,35385.75049597559,North,2025-01-16,0.9364141504003813,,Tablet,,24.0,3937.5578342059225,215,2028-08-15,C,False
176,42,F,50623.568973292575,Unknown,2022-12-15,0.15569862610587848,Phone,,51.0,25.0,1846.1047263939183,978,2024-02-23,A,False
177,55,F,49643.02723415217,Unknown,2020-05-10,0.9771033854090867,App,Tablet,179.0,16.0,,1927,2024-08-30,B,True
178,26,female,44544.75904657915,West,2022-12-08,0.40525925426315823,SMS,Desktop,33.0,26.0,2090.932993642512,985,2024-12-26,B,False
179,64,M,42203.88977158496,,2022-07-11,0.7238052654927587,SMS,Mobile,201.0,27.0,3152.0034133301924,1135,2022-12-03,B,False
180,44,female,51457.36475656981,Unknown,2023-12-08,0.09185138016664873,Email,Desktop,,9.0,718.2613533859069,620,2027-05-25,B,False
181,66,FEMALE,50688.14991971055,South,2021-05-12,0.7250582877384693,Email,Desktop,298.0,13.0,3898.347060544739,1560,2023-06-17,B,False
182,25,FEMALE,29031.447149309482,East,2023-10-27,0.5119113773190804,,Mobile,261.0,18.0,1744.259020783114,662,2024-05-24,C,False
183,43,unknown,66035.91819800895,West,2022-06-02,0.9003783853388477,Email,Mobile,211.0,25.0,6049.209523052784,1174,2023-06-20,C,False
184,54,MALE,30472.295844674834,East,2023-09-02,0.18839841724395645,,Other,228.0,12.0,669.3870154105344,717,2028-01-13,B,False
185,43,FEMALE,45635.331109056526,West,2022-04-19,0.10935607797500146,Web,Other,37.0,8.0,533.4850351125976,1218,2024-07-24,B,False
186,41,unknown,44094.39054559897,Unknown,2022-02-03,0.19622029848486577,Web,Other,265.0,10.0,954.4781700518638,1293,2023-05-02,D,False
187,26,FEMALE,57162.07225318432,North,2021-03-04,0.07857536724937997,,Mobile,249.0,24.0,1199.0866679628166,1629,2023-11-05,D,False
188,37,M,7617.92119565334,West,2024-07-15,0.9801505408617438,Phone,,53.0,16.0,803.1997719019519,400,2025-03-02,C,False
189,30,FEMALE,67818.19629858916,North,2020-05-17,0.1228566259112791,Email,Tablet,231.0,8.0,1428.1546048801524,1920,2022-04-21,C,False
190,33,male,36460.193047756715,West,2021-04-17,0.20085094559469385,,Tablet,141.0,21.0,826.750236311303,1585,2024-03-30,A,False
191,53,unknown,74399.26589554109,East,2022-05-03,0.8096857472763892,SMS,,186.0,20.0,6059.317086432138,1204,2027-01-19,C,False
192,50,MALE,40436.70150967691,South,2020-11-07,0.2467543957017866,Web,Desktop,297.0,16.0,1475.3523048622635,1746,2022-03-18,B,False
193,49,female,49023.12828531979,,2025-01-07,0.2222933401905378,Web,Tablet,118.0,18.0,1365.3582590696622,224,2029-02-03,C,False
194,36,M,88275.72080136847,South,2021-11-21,0.6723097804076843,SMS,Mobile,334.0,7.0,6005.545284469357,1367,2023-11-26,C,False
195,67,male,44453.235824126634,North,2021-04-29,0.3987652304398289,Web,Tablet,152.0,6.0,1897.5957048006467,1573,2025-09-19,D,False
196,22,female,74776.99769346918,East,2021-05-22,1.0,Web,Desktop,187.0,24.0,7613.913705741706,1550,2021-09-09,D,True
197,35,MALE,50780.901711291204,Unknown,2021-01-18,0.6382693456625962,,Mobile,11.0,20.0,3362.6880164677646,1674,2021-09-20,B,False
198,24,MALE,58308.376605869795,North,2023-08-19,0.2882147170844769,,Other,45.0,29.0,1778.871280448117,731,2025-12-02,A,False
199,35,Other,51399.17178822749,East,2022-08-20,0.5979232756196964,App,Mobile,103.0,28.0,3285.152532006982,1095,2026-07-08,A,False
